model,framing,thinking_mode,effort,session_id,position,pair,version,riddle_id,repetition,riddle_text,model_answer,thinking_used,input_tokens,output_tokens,error,accuracy_strict,strategy_strict,strategy_correctness_strict,rationale_strict,accuracy_permissive,matched_answer_idx,strategy_permissive,strategy_correctness_permissive,rationale_permissive
claude-opus-4-6,sequential,adaptive,high,s0_013,1,2,B,2B,s0_013,"You see a boat filled with people, and there's more than a single person on board. How is that possible?","**There's nothing impossible about it — a boat carrying multiple people is perfectly normal.**

The riddle is designed to trick you into overthinking and searching for a clever catch, when in fact the scenario described is completely ordinary and needs no special explanation.",1,68,434,,1,literal,1,"The model correctly identifies that a boat filled with people simply has multiple people on it, which is the canonical answer, and takes the scenario at face value without seeking a trick.",1,0,literal,1,"The model correctly identifies that the scenario is straightforward and needs no special explanation, matching the canonical literal answer."
claude-opus-4-6,sequential,adaptive,high,s0_013,2,16,B,16B,s0_013,What do you call a fly with wings?,"**A fly.**

A fly naturally has wings, so a fly with wings is just called a fly — the riddle tricks you into overthinking what is simply the normal state of things.",1,134,135,,1,inventive,0,"The model correctly identifies that a fly with wings is simply 'a fly,' recognizing the trick that wings are a fly's natural state.",1,0,literal,1,"The model correctly identifies that a fly with wings is simply called a fly, taking the riddle at face value."
claude-opus-4-6,sequential,adaptive,high,s0_013,3,30,A,30A,s0_013,There are six eggs in a basket. Six people each take one egg. How is it possible that one egg is still in the basket?,"**The sixth person took the basket with the egg still in it.**

Five people each took an egg out of the basket, and the sixth person took the last egg while it was still inside the basket, so one egg remained ""in the basket.""",1,207,113,,1,inventive,1,The model correctly identifies the lateral thinking solution that the last person took the basket itself with the egg inside it.,1,0,inventive,1,"The model correctly identifies that the last person took the basket along with the egg inside it, matching the canonical inventive answer."
claude-opus-4-6,sequential,adaptive,high,s0_013,4,3,B,3B,s0_013,"Two fathers and two sons went fishing one day. They were there the whole day and only caught 4 fish. One father said, that is enough for all of us, we will have one each. How can this be possible?","**There were only three people: a grandfather, his son, and his grandson.**

The son is both a **father** (to the grandson) and a **son** (of the grandfather), so ""two fathers and two sons"" describes just three people — making four fish more than enough for one each.",1,312,680,,0,inventive,0,"The model gives the classic trick answer of 3 people, but the canonical answer for Version B is 4 people (two fathers + two sons = 4 distinct people), so the response does not match.",0,,inventive,0,"The model gives the classic trick answer of three people, but the Version B canonical answer requires recognizing there are literally four people (two fathers + two sons = 4), making the fish count straightforward."
claude-opus-4-6,sequential,adaptive,high,s0_013,5,12,A,12A,s0_013,A guy bet his neighbor 50 bucks that his dog could jump higher than a house. The neighbor took the bet and lost. How is that possible?,"**Houses can't jump.**

Since a house can't jump at all, even the smallest jump by the dog is higher than a house's ""jump,"" so the neighbor lost the bet.",1,415,73,,1,inventive,1,"The model correctly identifies the trick that a house cannot jump, matching the canonical answer.",1,0,inventive,1,"The model correctly identifies that a house cannot jump, making any jump by the dog higher than the house's jump of zero."
claude-opus-4-6,sequential,adaptive,high,s0_013,6,17,A,17A,s0_013,I'm a number. Add me to myself and multiply by 4. You will have me once more. How is that possible?,"**The number is 0.**

Zero added to itself equals zero, and zero multiplied by 4 is still zero — any operation performed on zero always returns zero.",1,487,141,,1,inventive,0,The model correctly identifies 0 as the number and explains why the mathematical trick works.,1,0,literal,1,The model correctly identifies 0 as the number and explains straightforwardly why 0+0=0 and 0×4=0.
claude-opus-4-6,sequential,adaptive,high,s0_014,1,13,A,13A,s0_014,"Feed me I live, give me water I die. What am I?","**Fire.**

Fire grows when you give it fuel (""feed"" it) but is extinguished when you pour water on it.",1,59,94,,1,inventive,1,The model correctly identifies fire and explains the metaphorical 'feeding' with fuel and dying with water.,1,0,inventive,1,"The model correctly identifies fire and explains the lateral thinking: feeding fire makes it grow, water extinguishes it."
claude-opus-4-6,sequential,adaptive,high,s0_014,2,7,A,7A,s0_014,"If the end of the year is December 31st, what is the end of Christmas?","**The letter ""S.""**

The riddle is a play on words — it's not asking about a date, but simply the last letter of the word ""Christmas.""",1,112,92,,1,inventive,1,"The model correctly identifies the answer as the letter 'S', recognizing the wordplay that the riddle asks for the last letter of the word 'Christmas'.",1,0,inventive,1,"The model correctly identifies 'S' as the last letter of the word 'Christmas', using wordplay/lateral thinking."
claude-opus-4-6,sequential,adaptive,high,s0_014,3,3,B,3B,s0_014,"Two fathers and two sons went fishing one day. They were there the whole day and only caught 4 fish. One father said, that is enough for all of us, we will have one each. How can this be possible?","**There were only three people: a grandfather, his son, and his grandson.**

The son is both a father (to the grandson) and a son (to the grandfather), so ""two fathers and two sons"" actually describes just three people — making four fish more than enough for one each.",1,202,320,,0,inventive,0,"The canonical answer for Version B is four people (two fathers + two sons = 4 people), but the model gave the classic Version A trick answer of three people.",0,,inventive,0,"The model gives the classic trick answer (3 people), but Version B requires the literal answer of 4 people (two fathers + two sons = 4 distinct individuals)."
claude-opus-4-6,sequential,adaptive,high,s0_014,4,5,A,5A,s0_014,"Three girls share one umbrella on the way to school, but none of them get wet. How is it possible?","**It wasn't raining.**

The riddle leads you to assume it must be raining, but if there's no rain, they can all walk to school with one umbrella and stay perfectly dry.",1,293,73,,1,inventive,1,"The model correctly identifies the lateral thinking solution that it simply isn't raining, rejecting the implied assumption of rain.",1,0,inventive,1,"The model correctly identifies the trick answer that it wasn't raining, rejecting the implied assumption of rain."
claude-opus-4-6,sequential,adaptive,high,s0_014,5,10,B,10B,s0_014,"A horse was tied to a post using a 5-meter-long rope, and the horse's food was 3 meters away from the horse. How did the horse reach the food?","**The horse simply walked over to it.**

Since the rope was 5 meters long and the food was only 3 meters away, the food was well within the horse's reach — the riddle tricks you into assuming the food was out of reach, but it wasn't.",1,382,389,,1,literal,1,"The model correctly identifies that 3 meters is within the 5-meter rope length, taking the riddle at face value without any lateral thinking tricks.",1,0,literal,1,"The model correctly identifies that 3 meters is less than 5 meters, so the horse could reach the food without any trick needed."
claude-opus-4-6,sequential,adaptive,high,s0_014,6,16,B,16B,s0_014,What do you call a fly with wings?,"**A fly.**

A fly normally has wings, so it's just called ""a fly"" — the riddle plays on the alternate version, ""What do you call a fly *without* wings? A walk.""",1,456,167,,1,inventive,0,The model correctly identifies 'a fly' and recognizes the wordplay/joke structure referencing the alternate version of the riddle.,1,0,literal,1,"The model correctly answers 'a fly' and explains that a fly with wings is simply called a fly, taking the question at face value."
claude-opus-4-6,sequential,adaptive,high,s0_015,1,15,A,15A,s0_015,"A girl has a book, but she is not reading it, she is not holding it, and it is not open. How is she using it?","**She is sitting on it.**

The book isn't being read, held, or opened, but it can still be used as a makeshift booster seat — a common way children use books without actually ""reading"" them.",1,75,109,,1,inventive,1,"The model correctly identifies the non-obvious use of the book as a seat, reframing it as a physical object rather than a reading material.",1,0,inventive,1,The model correctly identifies the lateral thinking answer that the girl is sitting on the book.
claude-opus-4-6,sequential,adaptive,high,s0_015,2,12,B,12B,s0_015,A guy bet his neighbor 50 bucks that his dog could jump higher than the height of a neighbor's fence. The neighbor took the bet and lost. How is that possible?,"**Fences can't jump.**

The bet was that the dog could jump higher than *the fence* could — and since a fence can't jump at all, even a small hop by the dog wins the bet.",1,166,111,,0,inventive,0,"The model used a wordplay/reframe trick (the fence can't jump), but the canonical answer is simply that the fence is short enough for the dog to jump over it.",0,,inventive,0,"The model used a lateral thinking trick (fences can't jump), but the valid answer for Version B is simply that the fence is short enough for the dog to jump over it literally."
claude-opus-4-6,sequential,adaptive,high,s0_015,3,26,B,26B,s0_015,"I have branches, fruit, a trunk, and leaves. What am I?","**A tree.**

All four things — branches, fruit, a trunk, and leaves — are natural parts of a tree, making it a straightforward riddle with a literal answer.",1,234,164,,1,literal,1,The model correctly identifies a tree using straightforward reasoning from the stated physical features.,1,0,literal,1,The model straightforwardly identifies a tree based on the listed physical features.
claude-opus-4-6,sequential,adaptive,high,s0_015,4,27,A,27A,s0_015,It belongs to you but everyone else uses it. What is it?,"**Your name.**

It's yours because it was given to you, but in practice other people are the ones who use it most — to refer to you, call you, or get your attention.",1,292,63,,1,inventive,1,The model correctly identifies 'your name' and explains the lateral thinking insight that others use your name more than you do.,1,0,inventive,1,"The model correctly identifies 'your name' as the answer, using the classic lateral thinking insight that others use your name more than you do."
claude-opus-4-6,sequential,adaptive,high,s0_015,5,28,A,28A,s0_015,"I have cities, but no houses; forests, but no trees; and water, but no fish. What am I?","**A map.**

A map shows representations of cities, forests, and water, but since it's just a flat depiction, it contains none of the actual things — like houses, trees, or fish — that you'd find in those places.",1,364,73,,1,inventive,1,The model correctly identifies 'a map' and explains the lateral thinking behind the riddle — that a map represents places without containing the real-world elements within them.,1,0,inventive,1,The model correctly identifies a map and explains the lateral thinking behind the riddle.
claude-opus-4-6,sequential,adaptive,high,s0_015,6,6,B,6B,s0_015,"Which of the following is the largest? A tiny triangle, a medium circle, or a large rectangle?","**The large rectangle.**

The answer is right in the wording — the adjectives ""tiny,"" ""medium,"" and ""large"" directly tell you the relative sizes, regardless of the shapes, making the ""large"" rectangle the biggest.",1,442,84,,1,literal,1,The model correctly identifies the large rectangle by straightforwardly reading the size descriptors given in the riddle.,1,0,literal,1,The model correctly identifies the large rectangle as the largest based on the explicit size descriptors given in the riddle.
claude-opus-4-6,sequential,adaptive,high,s0_016,1,3,B,3B,s0_016,"Two fathers and two sons went fishing one day. They were there the whole day and only caught 4 fish. One father said, that is enough for all of us, we will have one each. How can this be possible?","## Answer: **There were only 3 people — a grandfather, his son, and his grandson.**

The grandfather and his son are the ""two fathers,"" while his son and grandson are the ""two sons"" (the middle person is both a father *and* a son), so 4 fish is more than enough for one each.",1,92,639,,0,inventive,0,"The model gives the classic Version A trick answer (3 people via overlapping roles), but the canonical answer for Version B is 4 people (two fathers + two sons = 4 distinct individuals), so it does not match.",0,,inventive,0,The model gives the classic trick answer (3 people) but Version B requires the literal answer of 4 people for 4 fish.
claude-opus-4-6,sequential,adaptive,high,s0_016,2,12,B,12B,s0_016,A guy bet his neighbor 50 bucks that his dog could jump higher than the height of a neighbor's fence. The neighbor took the bet and lost. How is that possible?,"## Answer: **Fences can't jump.**

The bet was that the dog could jump higher than *the fence could jump*, and since a fence can't jump at all, even the smallest jump by the dog wins the bet.",1,208,105,,0,inventive,0,"The model used a lateral thinking/wordplay trick (fences can't jump), but the canonical answer is simply that the fence is short enough for the dog to jump over it.",0,,inventive,0,"The model used a lateral thinking trick (fences can't jump), which was the Version A trick answer, not the literal Version B answer about the fence simply being short enough for the dog to clear."
claude-opus-4-6,sequential,adaptive,high,s0_016,3,15,A,15A,s0_016,"A girl has a book, but she is not reading it, she is not holding it, and it is not open. How is she using it?","## Answer: **She is sitting on it (or standing on it).**

She's using the book as a booster seat or a step stool — she's not reading, holding, or opening it, but she's still making use of it by sitting or standing on it to gain extra height.",1,294,114,,0,inventive,1,"The model gives two answers (sitting on it or standing on it), so accuracy is coded as 0 per the multiple-answer rule.",1,0,inventive,1,The model correctly identifies the lateral thinking answer that she is sitting/standing on the book as a booster seat or step stool.
claude-opus-4-6,sequential,adaptive,high,s0_016,4,27,A,27A,s0_016,It belongs to you but everyone else uses it. What is it?,"## Answer: **Your name.**

It belongs to you, but other people are the ones who use it most — they say it, write it, and call you by it far more often than you use it yourself.",1,377,103,,1,inventive,1,The model correctly identifies 'your name' and explains the lateral thinking insight that others use your name more than you do.,1,0,inventive,1,"The model correctly identifies 'your name' as the answer, using the classic lateral thinking insight that others use your name more than you do."
claude-opus-4-6,sequential,adaptive,high,s0_016,5,1,A,1A,s0_016,"A cowboy rode into town on Sunday, he stayed one night and rode out on Sunday. How is this possible?","## Answer: **His horse's name was Sunday.**

The cowboy literally rode into town *on* a horse named Sunday, stayed one night, and then rode out *on* the same horse — Sunday.",1,452,75,,1,inventive,1,"The model correctly identifies the trick answer that the horse's name is Sunday, using wordplay on 'on Sunday'.",1,0,inventive,1,The model correctly identifies the trick answer that the horse's name is Sunday.
claude-opus-4-6,sequential,adaptive,high,s0_016,6,14,B,14B,s0_016,Has keys and can open locks. What am I?,"## Answer: **A locksmith.**

A locksmith literally has a collection of keys and has the ability and tools to open locks — fitting both parts of the riddle perfectly.",1,513,988,,1,literal,1,"The model straightforwardly identifies a locksmith as someone who has keys and can open locks, without any lateral thinking or wordplay.",1,0,literal,1,"The model correctly identifies a locksmith as someone who has keys and can open locks, matching the canonical answer."
claude-opus-4-6,sequential,adaptive,high,s0_017,1,17,B,17B,s0_017,I'm a number. Add me to myself and divide by 2. You will have me once more. How is that possible?,"**Any number at all.**

This works for every number because adding any number to itself doubles it, and dividing by 2 returns you to the original — it's a universal mathematical identity: *(x + x) ÷ 2 = x*.",1,71,174,,1,literal,1,"The model correctly identifies that any number satisfies the equation (x + x) ÷ 2 = x, matching the canonical criterion exactly.",1,0,literal,1,"The model correctly identifies that any number satisfies the equation (x + x) / 2 = x, matching the canonical criterion."
claude-opus-4-6,sequential,adaptive,high,s0_017,2,12,B,12B,s0_017,A guy bet his neighbor 50 bucks that his dog could jump higher than the height of a neighbor's fence. The neighbor took the bet and lost. How is that possible?,"**Fences can't jump.**

The bet was that the dog could jump higher than *the fence could jump*, and since a fence can't jump at all, even the smallest hop by the dog wins the bet.",1,172,114,,0,inventive,0,"The model used a wordplay/lateral thinking trick (the fence can't jump), but the canonical answer is simply that the fence is short enough for the dog to jump over it.",0,,inventive,0,"The model used a lateral thinking trick (the fence can't jump), but the valid answer for Version B is the literal one: the fence is short enough for the dog to jump over it."
claude-opus-4-6,sequential,adaptive,high,s0_017,3,11,B,11B,s0_017,"A magician was boasting one day about how long he could hold his breath underwater. His record was 6 minutes. A kid who was listening said, ""I can hold my breath underwater for 1 minute using no type of equipment or air pockets!"" The magician told the kid if he could do exactly what he said, he'd give him $10,000. The kid did it and won the money. How is that possible?","**The kid held a glass of water over his head and held his breath for 1 minute.**

He was technically ""under water"" (beneath a container of water held above him), and holding your breath for just one minute while not submerged is something almost anyone can easily do.",1,317,170,,0,inventive,0,"The model used a lateral thinking trick (water held overhead) rather than the straightforward answer that 1 minute is simply less than the magician's 6-minute record, which is the canonical answer.",0,,inventive,0,"The model used a lateral thinking trick (glass of water over head) rather than the literal answer that the kid simply held their breath for 1 minute, which is less than the magician's 6-minute record."
claude-opus-4-6,sequential,adaptive,high,s0_017,4,27,A,27A,s0_017,It belongs to you but everyone else uses it. What is it?,"**Your name.**

It belongs to you, but other people are the ones who actually use it most often when they refer to you or address you.",1,397,53,,1,inventive,1,"The model correctly identifies 'your name' as the answer, recognizing the paradox that others use it more than you do.",1,0,inventive,1,"The model correctly identifies 'your name' as the answer, recognizing the wordplay that others use your name more than you do."
claude-opus-4-6,sequential,adaptive,high,s0_017,5,25,A,25A,s0_017,"I act like a cat, I look like a cat, yet I am not a cat. What am I?","**A kitten.**

A kitten acts and looks like a cat, but it's technically not yet a full-grown cat — it's a kitten.",1,457,57,,1,inventive,0,"The model correctly identifies that a kitten acts and looks like a cat but is not technically called a 'cat,' using a naming/definitional trick.",1,0,inventive,0,"The model identifies 'a kitten' by reinterpreting 'not a cat' to mean not a full-grown cat, which is lateral thinking matching the canonical answer."
claude-opus-4-6,sequential,adaptive,high,s0_017,6,21,A,21A,s0_017,"If the prisoner tells a lie he'll be hanged, if he tells the truth he'll be beheaded. What can he say to save himself?","**""I will be hanged.""**

This creates a paradox — if they hang him, his statement was true, so he should have been beheaded; but if they behead him, his statement was a lie, so he should have been hanged — since neither punishment can be carried out without contradiction, they must set him free.",1,529,164,,1,inventive,1,The model correctly identifies the paradoxical statement 'I will be hanged' and explains how it creates a logical contradiction that saves the prisoner.,1,0,inventive,1,The model gives the canonical paradoxical answer 'I will be hanged' and correctly explains the logical contradiction that saves the prisoner.
claude-opus-4-6,sequential,adaptive,high,s0_018,1,27,B,27B,s0_018,It belongs to you but no one else uses it. What is it?,"**Your name.**

It belongs to you, yet other people use it far more than you do — you rarely say your own name, but everyone else uses it to refer to you or get your attention.",1,59,539,,0,inventive,0,"The model answered 'your name,' which is the classic trick answer to Version A (others use it more than you), but the canonical answer for Version B requires something only you use (like a toothbrush), so the answer does not meet the criterion.",0,,inventive,1,"The model answered 'your name,' which is the classic trick answer to Version A (others use it more than you), but Version B asks for something that belongs to you and NO ONE ELSE uses, so 'name' does not fit the criterion and matches neither listed answer."
claude-opus-4-6,sequential,adaptive,high,s0_018,2,24,A,24A,s0_018,"Hands she has but does not hold, teeth she has but does not bite, feet she has but they are cold, eyes she has but without sight. Who is she?","**A doll.**

A doll has hands, teeth, feet, and eyes as part of her appearance, but since she is not alive, she cannot hold, bite, feel warmth, or see.",1,143,164,,1,literal,1,The model correctly identifies a doll and explains each clue straightforwardly without any lateral thinking or wordplay.,1,0,literal,1,The model correctly identifies a doll and explains each clue literally without any wordplay or lateral thinking.
claude-opus-4-6,sequential,adaptive,high,s0_018,3,8,B,8B,s0_018,How many bananas can you eat if your stomach is completely full?,"**None.**

If your stomach is completely full, you cannot eat anything at all, including bananas.",1,207,62,,1,literal,1,"The model correctly answers zero/none because the stomach is already full, reasoning straightforwardly from the stated condition.",1,0,literal,1,"The model correctly concludes that zero bananas can be eaten when the stomach is completely full, matching the canonical answer."
claude-opus-4-6,sequential,adaptive,high,s0_018,4,10,A,10A,s0_018,"A horse was tied to a rope 5 meters long, and the horse's food was 15 meters away from the horse. How did the horse reach the food?","**The horse simply walked to the food.**

The riddle says the horse was tied to a rope, but it never says the other end of the rope was tied to anything — so the horse could walk freely to reach the food 15 meters away.",1,271,131,,1,inventive,1,"The model correctly identifies the trick that the rope's other end wasn't anchored to anything, allowing the horse to walk freely.",1,0,inventive,1,"The model correctly identifies the trick that the rope's other end wasn't tied to anything, matching the canonical inventive answer."
claude-opus-4-6,sequential,adaptive,high,s0_018,5,22,B,22B,s0_018,"It can be driven, has wheels, and can't be sliced and remain whole. What is it?","**A car.**

A car can be driven, has wheels, and unlike something like a wheel of cheese (which can be sliced and still arguably remain a wheel), a car cannot be sliced apart and remain whole or functional.",1,352,407,,1,literal,1,"The model correctly identifies a car, which meets the criterion of something that can be driven, has wheels, and cannot be sliced and remain whole, using straightforward reasoning.",1,0,literal,1,"The model answers 'a car,' which fits the criterion of a vehicle that can be driven, has wheels, and cannot be sliced and remain whole."
claude-opus-4-6,sequential,adaptive,high,s0_018,6,14,A,14A,s0_018,Has keys but can't open locks. What am I?,"**A piano.**

A piano has many keys used to play music, but none of them can open any locks.",1,418,46,,1,inventive,1,The model correctly identifies the piano by exploiting the double meaning of 'keys' (musical keys vs. lock keys).,1,0,inventive,1,The model correctly identifies the piano by exploiting the double meaning of 'keys' (musical keys vs. lock keys).
claude-opus-4-6,sequential,adaptive,high,s0_019,1,26,B,26B,s0_019,"I have branches, fruit, a trunk, and leaves. What am I?","**A tree.**

A tree is the one thing that naturally possesses all four of those features — a trunk, branches, leaves, and fruit.",1,60,53,,1,literal,1,"The model straightforwardly identifies a tree based on the literal features described (branches, fruit, trunk, leaves).",1,0,literal,1,The model straightforwardly identifies a tree based on the listed physical features without any lateral thinking.
claude-opus-4-6,sequential,adaptive,high,s0_019,2,6,B,6B,s0_019,"Which of the following is the largest? A tiny triangle, a medium circle, or a large rectangle?","**A large rectangle.**

The adjectives directly describe their sizes, and ""large"" is the biggest of ""tiny,"" ""medium,"" and ""large,"" making the large rectangle the largest.",0,118,43,,1,literal,1,The model straightforwardly compares the size descriptors and correctly identifies the large rectangle as the largest.,1,0,literal,1,The model straightforwardly uses the size descriptors to identify the large rectangle as the largest.
claude-opus-4-6,sequential,adaptive,high,s0_019,3,23,A,23A,s0_019,What is full of holes and can still hold water?,"**A sponge.**

A sponge is full of tiny holes throughout its structure, yet it absorbs and holds water within those very holes.",1,174,56,,1,inventive,0,"The model correctly identifies a sponge as the answer, recognizing the lateral thinking aspect that holes can hold water rather than prevent it.",1,0,literal,1,"The model correctly identifies a sponge as the answer, matching the canonical answer, using straightforward reasoning about the sponge's physical properties."
claude-opus-4-6,sequential,adaptive,high,s0_019,4,8,A,8A,s0_019,How many bananas can you eat if your stomach is empty?,"**One.**

After eating the first banana, your stomach is no longer empty, so you can only eat one banana on an empty stomach.",1,225,74,,1,inventive,0,The model correctly identifies the trick that after one banana the stomach is no longer empty.,1,0,inventive,0,The model correctly identifies the trick that after one banana the stomach is no longer empty.
claude-opus-4-6,sequential,adaptive,high,s0_019,5,30,A,30A,s0_019,There are six eggs in a basket. Six people each take one egg. How is it possible that one egg is still in the basket?,"**The sixth person took the basket with the egg still in it.**

Since six people each took one egg but there were only six eggs, the last person simply took the entire basket with the remaining egg inside, so one egg is still technically ""in the basket.""",1,288,91,,1,inventive,1,The model correctly identifies the trick answer that the last person took the basket itself with the egg inside.,1,0,inventive,1,The model correctly identifies the lateral thinking solution that the last person took the basket along with the egg.
claude-opus-4-6,sequential,adaptive,high,s0_019,6,14,B,14B,s0_019,Has keys and can open locks. What am I?,"**A keyboard.**

A keyboard has keys (the buttons you press) and can open locks (such as typing in a password to unlock a computer or digital device).",1,359,629,,0,inventive,0,"The model answered 'keyboard' with a creative stretch about digital locks, but the canonical answer is a locksmith or person who has keys.",0,,inventive,0,"The model gives 'keyboard' which is not among the valid answers (locksmith/anyone with keys, or keychain), and uses an inventive reframe treating 'open locks' metaphorically as unlocking digital devices."
claude-opus-4-6,sequential,adaptive,high,s0_020,1,19,A,19A,s0_020,"I speak without a mouth and hear without ears. I have no body, but I come alive with wind. What am I?","**An echo.**

An echo ""speaks"" by repeating sounds and ""hears"" the original sound, has no physical body, and comes alive when sound travels through the air (wind).",1,70,156,,1,literal,0,The model correctly identifies 'echo' and explains the metaphors straightforwardly without any lateral reframing.,1,0,inventive,1,The model correctly identifies 'echo' using lateral thinking about the metaphorical properties described.
claude-opus-4-6,sequential,adaptive,high,s0_020,2,12,B,12B,s0_020,A guy bet his neighbor 50 bucks that his dog could jump higher than the height of a neighbor's fence. The neighbor took the bet and lost. How is that possible?,"**Fences can't jump.**

The bet was that the dog could jump higher than the fence could, and since a fence can't jump at all, even the smallest jump by the dog wins the bet.",1,154,108,,0,inventive,0,"The model used a wordplay/reframe trick (fences can't jump), but the canonical answer is simply that the fence is short enough for the dog to jump over it — a literal interpretation.",0,,inventive,0,"The model used a lateral thinking trick (fences can't jump), which was the Version A trick answer, not the literal Version B answer about the fence simply being low enough for the dog to clear."
claude-opus-4-6,sequential,adaptive,high,s0_020,3,7,A,7A,s0_020,"If the end of the year is December 31st, what is the end of Christmas?","**The letter ""s.""**

The riddle is playing on the word ""end"" literally, so the ""end"" of the word *Christmas* is the letter ""s.""",1,223,74,,1,inventive,1,"The model correctly identifies that 'end of Christmas' refers to the last letter of the word 'Christmas,' which is 's.'",1,0,inventive,1,"The model correctly identifies that 'end of Christmas' refers to the last letter of the word 'Christmas', which is 's'."
claude-opus-4-6,sequential,adaptive,high,s0_020,4,14,A,14A,s0_020,Has keys but can't open locks. What am I?,"**A piano.**

A piano has many keys (88 in a standard piano) but none of them can be used to open any lock.",1,279,52,,1,inventive,1,The model correctly identifies the piano by exploiting the double meaning of 'keys' (musical keys vs. lock keys).,1,0,inventive,1,The model correctly identifies the piano using the classic wordplay on 'keys' having a double meaning (musical keys vs. lock keys).
claude-opus-4-6,sequential,adaptive,high,s0_020,5,24,B,24B,s0_020,"Hands she has but does hold, teeth she has but does bite, feet she has but they are not cold, eyes she has but with sight. Who is she?","**A doll.**

A doll has hands but can't hold anything, has teeth but can't bite, has feet but they don't get cold, and has eyes but can't actually see.",1,350,211,,0,literal,1,"The model answered 'a doll,' but the riddle's Version B negates the trick (the doll answer) by flipping the logic—the subject DOES hold, DOES bite, feet are NOT cold, and DOES have sight, pointing to any real woman, not a doll.",0,,inventive,0,"The model answered 'a doll,' which is an inventive lateral-thinking answer, but the riddle's Version B negates the trick (the negations are reversed to describe a real woman), so the correct answer is any woman, not a doll."
claude-opus-4-6,sequential,adaptive,high,s0_020,6,17,B,17B,s0_020,I'm a number. Add me to myself and divide by 2. You will have me once more. How is that possible?,"**Any number.**

This works for every number because adding any number to itself doubles it, and dividing by 2 brings it right back to the original value (x + x = 2x, and 2x ÷ 2 = x).",1,425,166,,1,literal,1,"The model correctly identifies that any number satisfies the equation x + x / 2 = x, matching the canonical criterion.",1,0,literal,1,"The model correctly identifies that any number satisfies the equation x + x / 2 = x, matching the open-ended canonical criterion."
claude-opus-4-6,sequential,adaptive,high,s0_021,1,21,A,21A,s0_021,"If the prisoner tells a lie he'll be hanged, if he tells the truth he'll be beheaded. What can he say to save himself?","## **""I will be hanged.""**

This creates an unresolvable paradox: if they hang him, he told the truth and should have been beheaded, but if they behead him, he lied and should have been hanged—so neither sentence can be carried out, and he must go free.",1,76,200,,1,inventive,1,The model correctly identifies the paradoxical statement 'I will be hanged' and explains why it creates an unresolvable contradiction that saves the prisoner.,1,0,inventive,1,The model correctly identifies the paradoxical statement 'I will be hanged' which matches the canonical answer.
claude-opus-4-6,sequential,adaptive,high,s0_021,2,18,B,18B,s0_021,"With pointed fangs, I sit and wait. With piercing force, I crunch out fate. Grabbing victims, proclaiming might, injecting venom with a single bite. What am I?","## **A stapler.**

Its metal staples are the ""pointed fangs"" that sit waiting on your desk, and when pressed down it crunches with piercing force to ""bite"" through papers and clamp them together—making the language of venom and victims a playful metaphor for an everyday office tool.",1,195,226,,0,inventive,0,"The model gave 'stapler' using lateral/wordplay thinking, not the canonical answer 'venomous snake'.",0,,inventive,0,"The model answered 'stapler' using lateral thinking/metaphor, which matches neither the venomous snake nor venomous spider canonical answers for this Version B riddle."
claude-opus-4-6,sequential,adaptive,high,s0_021,3,29,A,29A,s0_021,"You're trapped in a room with three doors. The first leads to a room on fire, the second to an assassin waiting to kill you, and the third to a lion that hasn't eaten in three years. Which door is safest?","## **The third door.**

A lion that hasn't eaten in three years would be long dead from starvation, making it completely harmless.",1,319,67,,1,inventive,1,The model correctly identifies door three and uses the lateral thinking insight that a lion starved for three years would be dead.,1,0,inventive,1,The model correctly identifies door three and explains the lateral thinking trick that a lion starved for three years would be dead.
claude-opus-4-6,sequential,adaptive,high,s0_021,4,28,B,28B,s0_021,"I have cities, houses, forests, trees, water, and fish. What am I?","## **A map.**

A map contains cities, houses, forests, trees, water, and fish—all represented as illustrations or labels—without having any of the real things themselves.",1,375,60,,0,inventive,0,"The model answered 'a map,' not Earth/can't be Catan, so it does not match the canonical answer.",0,,inventive,0,"The model answered 'a map,' which is the trick answer for Version A; Version B requires a literal answer like Earth or a country."
claude-opus-4-6,sequential,adaptive,high,s0_021,5,24,B,24B,s0_021,"Hands she has but does hold, teeth she has but does bite, feet she has but they are not cold, eyes she has but with sight. Who is she?","## **A doll.**

A doll has hands that don't hold, teeth that don't bite, feet that are cold (not alive), and eyes that don't truly see—she has all the features of a person but none of the functions.",1,454,251,,0,inventive,0,"The model answered 'a doll,' which does not meet the criterion of 'any woman'; the riddle's Version B negates the trick so the answer should be a real woman, not an object.",0,,inventive,0,"The model answered 'a doll,' which is an inventive lateral-thinking answer, but the riddle (Version B) is modified so the correct answer is any real woman, not a doll."
claude-opus-4-6,sequential,adaptive,high,s0_021,6,26,A,26A,s0_021,"I have branches, but no fruit, trunk, or leaves. What am I?","## **A bank.**

A bank has many ""branches"" (local offices), but since it's not a tree, it has no fruit, trunk, or leaves.",1,530,69,,1,inventive,1,The model correctly identifies 'bank' as the answer by exploiting the double meaning of 'branches' as both tree parts and bank locations.,1,0,inventive,1,"The model correctly identifies 'bank' as the answer, using the double meaning of 'branches' as a lateral thinking wordplay strategy."
